ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000179115	FARSA	 3.53e-02	9.86e-01	protein_coding
ENSG00000152242	C18orf25	-9.87e-02	9.55e-01	protein_coding
ENSG00000164329	TENT2	 2.27e-01	8.11e-01	protein_coding
ENSG00000196998	WDR45	-1.48e-01	8.45e-01	protein_coding
ENSG00000253276	CCDC71L	 6.89e-03	9.94e-01	protein_coding
ENSG00000108599	AKAP10	 5.54e-01	1.36e-01	protein_coding
ENSG00000165030	NFIL3	-2.58e-01	6.14e-01	protein_coding
ENSG00000142867	BCL10	 9.24e-02	9.50e-01	protein_coding
ENSG00000153234	NR4A2	 2.80e-01	7.77e-01	protein_coding
ENSG00000174842	GLMN	 4.81e-02	9.83e-01	protein_coding
ENSG00000196152	ZNF79	 2.13e-01	7.08e-01	protein_coding
ENSG00000004455	AK2	-1.89e-01	8.43e-01	protein_coding
ENSG00000282057	AC092807.3	 1.10e+00	9.24e-03	lncRNA
ENSG00000123395	ATG101	-2.23e-02	9.91e-01	protein_coding
ENSG00000168484	SFTPC	-5.16e-02	9.82e-01	protein_coding
ENSG00000112319	EYA4	 1.80e-01	7.75e-01	protein_coding
ENSG00000101384	JAG1	 3.36e-01	7.51e-01	protein_coding
ENSG00000153904	DDAH1	 7.24e-02	9.71e-01	protein_coding
ENSG00000143553	SNAPIN	-5.79e-01	1.55e-01	protein_coding
ENSG00000119969	HELLS	 5.23e-01	4.40e-01	protein_coding
ENSG00000119977	TCTN3	-8.51e-02	9.22e-01	protein_coding
ENSG00000183828	NUDT14	-3.05e-01	7.49e-01	protein_coding
ENSG00000115350	POLE4	-4.35e-01	5.09e-01	protein_coding
ENSG00000121671	CRY2	 3.81e-01	4.19e-01	protein_coding
ENSG00000103876	FAH	-5.74e-02	9.77e-01	protein_coding
ENSG00000205517	RGL3	 4.04e-01	5.51e-01	protein_coding
ENSG00000068354	TBC1D25	-9.09e-02	9.31e-01	protein_coding
ENSG00000140451	PIF1	 3.00e-01	4.35e-01	protein_coding
ENSG00000172888	ZNF621	 2.21e-01	8.45e-01	protein_coding
ENSG00000119772	DNMT3A	 1.94e-01	7.16e-01	protein_coding
ENSG00000078269	SYNJ2	 8.28e-02	9.66e-01	protein_coding
ENSG00000117519	CNN3	-1.07e-01	8.70e-01	protein_coding
ENSG00000256288	LINC02617	-3.43e-01	4.52e-01	lncRNA
ENSG00000048140	TSPAN17	 6.77e-02	9.74e-01	protein_coding
ENSG00000163904	SENP2	 1.12e-01	9.57e-01	protein_coding
ENSG00000147155	EBP	-1.22e-01	9.37e-01	protein_coding
ENSG00000083937	CHMP2B	-2.09e-01	8.53e-01	protein_coding
ENSG00000025434	NR1H3	-3.33e-01	5.84e-01	protein_coding
ENSG00000213397	HAUS7	 4.29e-02	9.83e-01	protein_coding
ENSG00000143621	ILF2	-2.44e-01	7.53e-01	protein_coding
ENSG00000108679	LGALS3BP	 9.01e-03	9.94e-01	protein_coding
ENSG00000186468	RPS23	-8.80e-01	3.79e-05	protein_coding
ENSG00000082068	WDR70	 1.52e-01	8.81e-01	protein_coding
ENSG00000214517	PPME1	 1.07e-01	8.64e-01	protein_coding
ENSG00000118689	FOXO3	 1.32e-01	8.90e-01	protein_coding
ENSG00000183604	SMG1P5	 2.75e-01	7.14e-01	transcribed_unprocessed_pseudogene
ENSG00000167767	KRT80	 1.77e-02	9.90e-01	protein_coding
ENSG00000174327	SLC16A13	 1.77e-01	7.55e-01	protein_coding
ENSG00000235501	AC105942.1	-2.71e-01	7.62e-01	lncRNA
ENSG00000173545	ZNF622	-2.47e-03	9.98e-01	protein_coding
ENSG00000085185	BCORL1	-8.49e-02	9.70e-01	protein_coding
ENSG00000152348	ATG10	 4.08e-02	9.80e-01	protein_coding
ENSG00000156239	N6AMT1	 1.01e-01	9.64e-01	protein_coding
ENSG00000172339	ALG14	-2.80e-01	7.47e-01	protein_coding
ENSG00000187266	EPOR	-1.85e-01	7.65e-01	protein_coding
ENSG00000167515	TRAPPC2L	-3.99e-01	3.59e-01	protein_coding
ENSG00000149380	P4HA3	-1.59e-01	8.82e-01	protein_coding
ENSG00000147251	DOCK11	 2.87e-01	8.18e-01	protein_coding
ENSG00000177951	BET1L	 1.80e-02	9.83e-01	protein_coding
ENSG00000105617	LENG1	-1.13e-01	9.17e-01	protein_coding
ENSG00000185252	ZNF74	 4.54e-02	9.83e-01	protein_coding
ENSG00000152078	TMEM56	-4.33e-01	4.94e-01	protein_coding
ENSG00000142676	RPL11	-5.05e-01	4.00e-02	protein_coding
ENSG00000116857	TMEM9	-2.69e-01	6.49e-01	protein_coding
ENSG00000185291	IL3RA	-7.62e-02	9.77e-01	protein_coding
ENSG00000230724	LINC01001	 7.79e-01	7.39e-02	lncRNA
ENSG00000122481	RWDD3	-1.32e-01	9.53e-01	protein_coding
ENSG00000197958	RPL12	-7.81e-01	4.66e-04	protein_coding
ENSG00000108669	CYTH1	 4.97e-02	9.67e-01	protein_coding
ENSG00000102034	ELF4	 2.36e-02	9.82e-01	protein_coding
ENSG00000198799	LRIG2	 1.49e-01	9.15e-01	protein_coding
ENSG00000184916	JAG2	 4.01e-01	4.11e-01	protein_coding
ENSG00000185551	NR2F2	-2.20e-01	8.05e-01	protein_coding
ENSG00000213339	QTRT1	-1.11e-01	9.31e-01	protein_coding
ENSG00000197265	GTF2E2	 1.01e-01	9.37e-01	protein_coding
ENSG00000160796	NBEAL2	 3.39e-01	1.89e-01	protein_coding
ENSG00000138061	CYP1B1	 4.10e-01	5.54e-01	protein_coding
ENSG00000128274	A4GALT	-2.81e-02	9.82e-01	protein_coding
ENSG00000151746	BICD1	 1.99e-01	7.31e-01	protein_coding
ENSG00000239697	TNFSF12	-2.97e-01	7.45e-01	protein_coding
ENSG00000100364	KIAA0930	 5.55e-02	9.74e-01	protein_coding
ENSG00000115526	CHST10	 1.68e-01	8.12e-01	protein_coding
ENSG00000141012	GALNS	 8.16e-02	9.23e-01	protein_coding
ENSG00000229950	TFAP2A-AS1	 1.02e-02	9.94e-01	lncRNA
ENSG00000232973	CYP1B1-AS1	 4.00e-01	5.80e-01	lncRNA
ENSG00000150540	HNMT	-1.67e-01	9.15e-01	protein_coding
ENSG00000055163	CYFIP2	 2.66e-01	8.44e-01	protein_coding
ENSG00000168906	MAT2A	-4.26e-03	9.95e-01	protein_coding
ENSG00000161955	TNFSF13	-6.09e-02	9.57e-01	protein_coding
ENSG00000102452	NALCN	 1.33e-01	9.35e-01	protein_coding
ENSG00000160799	CCDC12	-1.83e-01	6.78e-01	protein_coding
ENSG00000168014	C2CD3	 1.40e-01	8.97e-01	protein_coding
ENSG00000137203	TFAP2A	 1.85e-02	9.93e-01	protein_coding
ENSG00000189060	H1F0	-1.45e-01	8.69e-01	protein_coding
ENSG00000198270	TMEM116	-1.42e-02	9.91e-01	protein_coding
ENSG00000150477	KIAA1328	-4.56e-02	9.82e-01	protein_coding
ENSG00000141084	RANBP10	 2.01e-01	6.70e-01	protein_coding
ENSG00000112033	PPARD	 1.70e-01	6.75e-01	protein_coding
ENSG00000169071	ROR2	 1.81e-01	5.43e-01	protein_coding
ENSG00000113448	PDE4D	 6.91e-01	7.68e-06	protein_coding
ENSG00000147677	EIF3H	-6.16e-02	9.71e-01	protein_coding
ENSG00000125962	ARMCX5	 1.65e-02	9.92e-01	protein_coding
ENSG00000172943	PHF8	 9.53e-02	9.18e-01	protein_coding
ENSG00000100116	GCAT	-5.02e-02	9.82e-01	protein_coding
ENSG00000272391	POM121C	 6.38e-02	9.71e-01	protein_coding
ENSG00000224596	ZMIZ1-AS1	 5.03e-02	9.79e-01	lncRNA
ENSG00000179218	CALR	-1.51e-01	8.10e-01	protein_coding
ENSG00000088038	CNOT3	 5.52e-02	9.58e-01	protein_coding
ENSG00000103111	MON1B	 1.17e-01	8.83e-01	protein_coding
ENSG00000138757	G3BP2	 1.58e-01	9.05e-01	protein_coding
ENSG00000123178	SPRYD7	-2.52e-01	8.31e-01	protein_coding
ENSG00000197448	GSTK1	-3.13e-01	1.07e-01	protein_coding
ENSG00000275342	PRAG1	 5.36e-02	9.71e-01	protein_coding
ENSG00000179950	PUF60	 2.30e-02	9.91e-01	protein_coding
ENSG00000138646	HERC5	-2.74e-02	9.91e-01	protein_coding
ENSG00000023734	STRAP	-1.52e-01	7.49e-01	protein_coding
ENSG00000253958	CLDN23	 1.47e-01	8.92e-01	protein_coding
ENSG00000143434	SEMA6C	 4.99e-01	4.35e-01	protein_coding
ENSG00000115486	GGCX	-3.85e-01	3.32e-01	protein_coding
ENSG00000223705	NSUN5P1	 1.60e-01	8.52e-01	transcribed_unprocessed_pseudogene
ENSG00000165029	ABCA1	 5.13e-01	4.66e-01	protein_coding
ENSG00000205078	SYCE1L	-4.08e-01	5.91e-01	protein_coding
ENSG00000169100	SLC25A6	-3.14e-01	9.10e-02	protein_coding
ENSG00000245648	AC022075.1	-5.72e-01	7.32e-02	lncRNA
ENSG00000108239	TBC1D12	 3.28e-01	5.43e-01	protein_coding
ENSG00000011007	ELOA	-1.08e-02	9.90e-01	protein_coding
ENSG00000108175	ZMIZ1	 1.94e-01	9.11e-01	protein_coding
ENSG00000236810	ELOA-AS1	-3.31e-01	6.85e-01	lncRNA
ENSG00000128567	PODXL	 8.20e-02	9.69e-01	protein_coding
ENSG00000154839	SKA1	 2.52e-01	7.89e-01	protein_coding
ENSG00000205583	STAG3L1	 8.18e-01	8.73e-02	transcribed_unprocessed_pseudogene
ENSG00000167657	DAPK3	 2.55e-01	7.45e-01	protein_coding
ENSG00000153443	UBALD1	-4.13e-02	9.71e-01	protein_coding
ENSG00000196839	ADA	-2.18e-01	6.13e-01	protein_coding
ENSG00000162616	DNAJB4	 3.46e-01	6.52e-01	protein_coding
ENSG00000104888	SLC17A7	-1.22e-01	9.51e-01	protein_coding
ENSG00000175455	CCDC14	 6.06e-01	2.47e-01	protein_coding
ENSG00000157703	SVOPL	 1.16e-02	9.93e-01	protein_coding
ENSG00000178826	TMEM139	-2.16e-01	7.52e-01	protein_coding
ENSG00000105619	TFPT	-6.24e-03	9.96e-01	protein_coding
ENSG00000169217	CD2BP2	-8.38e-02	9.69e-01	protein_coding
ENSG00000134243	SORT1	-6.88e-03	9.96e-01	protein_coding
ENSG00000111875	ASF1A	 1.34e-01	9.08e-01	protein_coding
ENSG00000254741	AC067930.1	-1.67e-02	9.93e-01	lncRNA
ENSG00000067177	PHKA1	-3.39e-02	9.79e-01	protein_coding
ENSG00000163125	RPRD2	 8.55e-02	9.69e-01	protein_coding
ENSG00000104524	PYCR3	 1.19e-01	9.43e-01	protein_coding
ENSG00000100526	CDKN3	-3.71e-01	3.94e-01	protein_coding
ENSG00000179152	TCAIM	-1.03e-01	9.29e-01	protein_coding
ENSG00000182379	NXPH4	-6.08e-03	9.97e-01	protein_coding
ENSG00000187608	ISG15	-8.95e-01	5.73e-10	protein_coding
ENSG00000100099	HPS4	 3.97e-01	5.86e-02	protein_coding
ENSG00000126602	TRAP1	 5.45e-02	9.74e-01	protein_coding
ENSG00000111885	MAN1A1	 2.96e-01	6.91e-01	protein_coding
ENSG00000278175	GLIDR	-4.91e-01	2.05e-01	lncRNA
ENSG00000135736	CCDC102A	 8.68e-02	9.67e-01	protein_coding
ENSG00000115539	PDCL3	-2.19e-01	7.00e-01	protein_coding
ENSG00000161970	RPL26	-8.74e-01	8.88e-04	protein_coding
ENSG00000182621	PLCB1	 5.67e-01	1.46e-01	protein_coding
ENSG00000230989	HSBP1	-6.74e-01	5.52e-02	protein_coding
ENSG00000173334	TRIB1	 1.57e-01	8.88e-01	protein_coding
ENSG00000176125	UFSP1	-1.05e-01	9.54e-01	protein_coding
ENSG00000074054	CLASP1	 1.97e-01	8.49e-01	protein_coding
ENSG00000147813	NAPRT	-1.08e-01	9.43e-01	protein_coding
ENSG00000150556	LYPD6B	-3.74e-01	3.41e-01	protein_coding
ENSG00000144026	ZNF514	-5.52e-01	3.29e-01	protein_coding
ENSG00000184619	KRBA2	 6.31e-02	9.79e-01	protein_coding
ENSG00000134779	TPGS2	-2.00e-01	7.45e-01	protein_coding
ENSG00000164754	RAD21	 4.08e-02	9.83e-01	protein_coding
ENSG00000134575	ACP2	 1.15e-01	6.94e-01	protein_coding
ENSG00000111877	MCM9	 9.26e-02	9.67e-01	protein_coding
ENSG00000138363	ATIC	-2.73e-01	3.41e-01	protein_coding
ENSG00000153956	CACNA2D1	 2.51e-01	8.51e-01	protein_coding
ENSG00000149418	ST14	 2.51e-01	3.84e-01	protein_coding
ENSG00000081026	MAGI3	-1.12e-01	8.74e-01	protein_coding
ENSG00000169221	TBC1D10B	 1.32e-02	9.90e-01	protein_coding
ENSG00000122643	NT5C3A	 3.34e-01	7.35e-01	protein_coding
ENSG00000147679	UTP23	-1.65e-01	9.12e-01	protein_coding
ENSG00000144228	SPOPL	 7.57e-01	1.33e-01	protein_coding
ENSG00000001497	LAS1L	 4.29e-02	9.84e-01	protein_coding
ENSG00000186666	BCDIN3D	-2.24e-01	6.69e-01	protein_coding
ENSG00000167566	NCKAP5L	 1.70e-01	7.93e-01	protein_coding
ENSG00000144029	MRPS5	 2.74e-01	7.05e-01	protein_coding
ENSG00000175946	KLHL38	-2.00e-01	8.99e-01	protein_coding
ENSG00000123106	CCDC91	-7.52e-01	7.55e-02	protein_coding
ENSG00000122862	SRGN	-4.58e-01	2.08e-01	protein_coding
ENSG00000168734	PKIG	-3.83e-01	5.38e-01	protein_coding
ENSG00000196419	XRCC6	-9.65e-02	9.36e-01	protein_coding
ENSG00000260219	AC106782.2	 2.03e-01	8.34e-01	lncRNA
ENSG00000258057	BCDIN3D-AS1	-2.41e-01	8.22e-01	lncRNA
ENSG00000243279	PRAF2	-1.19e-01	7.55e-01	protein_coding
ENSG00000163395	IGFN1	 4.84e-01	3.79e-01	protein_coding
ENSG00000105618	PRPF31	 6.43e-02	9.70e-01	protein_coding
ENSG00000142871	CCN1	 1.76e-01	9.15e-01	protein_coding
ENSG00000204620	AC115618.1	 5.35e-01	3.71e-01	lncRNA
ENSG00000279528	AC115618.3	-7.10e-02	9.76e-01	TEC
ENSG00000278133	AC135050.6	 1.33e-01	9.41e-01	lncRNA
ENSG00000140988	RPS2	-6.81e-01	4.83e-03	protein_coding
ENSG00000103510	KAT8	-9.01e-02	9.11e-01	protein_coding
ENSG00000147065	MSN	 5.69e-02	9.41e-01	protein_coding
ENSG00000099910	KLHL22	-3.03e-02	9.81e-01	protein_coding
ENSG00000102317	RBM3	-1.32e-01	9.12e-01	protein_coding
ENSG00000148773	MKI67	 1.03e-01	9.66e-01	protein_coding
ENSG00000006625	GGCT	-6.81e-02	9.74e-01	protein_coding
ENSG00000279605	AC067930.5	 3.55e-01	7.31e-01	TEC
ENSG00000226688	ENTPD1-AS1	 7.64e-01	8.52e-02	lncRNA
ENSG00000179886	TIGD5	 1.07e-01	9.27e-01	protein_coding
ENSG00000165118	C9orf64	-1.22e-02	9.93e-01	protein_coding
ENSG00000204634	TBC1D8	 4.89e-01	3.23e-03	protein_coding
ENSG00000134250	NOTCH2	 3.19e-01	6.19e-01	protein_coding
ENSG00000089248	ERP29	-2.34e-01	4.66e-01	protein_coding
ENSG00000184232	OAF	-1.37e-02	9.93e-01	protein_coding
ENSG00000247934	AC022364.1	 4.33e-01	6.04e-01	lncRNA
ENSG00000148459	PDSS1	-1.09e-01	9.45e-01	protein_coding
ENSG00000117174	ZNHIT6	 9.66e-02	9.69e-01	protein_coding
ENSG00000186193	SAPCD2	 2.02e-01	8.52e-01	protein_coding
ENSG00000112039	FANCE	-6.63e-03	9.94e-01	protein_coding
ENSG00000170906	NDUFA3	-8.91e-01	4.50e-05	protein_coding
ENSG00000107443	CCNJ	 4.35e-02	9.83e-01	protein_coding
ENSG00000196295	GARS-DT	 5.66e-01	1.89e-01	lncRNA
ENSG00000163156	SCNM1	-2.37e-01	3.96e-01	protein_coding
ENSG00000140876	NUDT7	-3.71e-03	9.97e-01	protein_coding
ENSG00000023697	DERA	-3.60e-02	9.77e-01	protein_coding
ENSG00000174996	KLC2	 1.04e-01	8.87e-01	protein_coding
ENSG00000128849	CGNL1	 1.01e-01	9.69e-01	protein_coding
ENSG00000283041	AC008038.1	-1.64e-01	8.60e-01	processed_pseudogene
ENSG00000165526	RPUSD4	 3.60e-02	9.73e-01	protein_coding
ENSG00000177380	PPFIA3	-2.17e-01	6.66e-01	protein_coding
ENSG00000163155	LYSMD1	-1.05e-01	9.17e-01	protein_coding
ENSG00000103018	CYB5B	-2.15e-01	8.06e-01	protein_coding
ENSG00000162433	AK4	-9.51e-02	9.51e-01	protein_coding
ENSG00000165629	ATP5F1C	-4.81e-01	4.00e-01	protein_coding
ENSG00000154146	NRGN	-1.21e-01	8.63e-01	protein_coding
ENSG00000106105	GARS	 5.49e-02	9.43e-01	protein_coding
ENSG00000163159	VPS72	-2.35e-01	7.25e-01	protein_coding
ENSG00000102898	NUTF2	-3.20e-01	2.29e-01	protein_coding
ENSG00000141279	NPEPPS	 1.65e-01	8.47e-01	protein_coding
ENSG00000106554	CHCHD3	-1.10e-01	9.17e-01	protein_coding
ENSG00000100376	FAM118A	 7.38e-02	9.65e-01	protein_coding
ENSG00000113719	ERGIC1	 7.96e-02	8.94e-01	protein_coding
ENSG00000154153	RETREG1	 2.42e-01	6.33e-01	protein_coding
ENSG00000170442	KRT86	-1.77e-01	8.51e-01	protein_coding
ENSG00000055130	CUL1	-7.45e-02	9.74e-01	protein_coding
ENSG00000138162	TACC2	 2.01e-01	8.33e-01	protein_coding
ENSG00000204977	TRIM13	 7.71e-03	9.96e-01	protein_coding
ENSG00000119812	FAM98A	 2.13e-01	8.88e-01	protein_coding
ENSG00000273314	AC005229.4	-6.11e-02	9.69e-01	lncRNA
ENSG00000071082	RPL31	-8.64e-01	2.41e-03	protein_coding
ENSG00000148737	TCF7L2	 9.45e-02	9.69e-01	protein_coding
ENSG00000026950	BTN3A1	 4.40e-02	9.79e-01	protein_coding
ENSG00000265692	LINC01970	 2.20e-01	8.60e-01	lncRNA
ENSG00000140961	OSGIN1	 3.26e-01	4.38e-01	protein_coding
ENSG00000169252	ADRB2	 5.22e-02	9.77e-01	protein_coding
ENSG00000274270	AL137060.1	 3.75e-01	5.87e-01	lncRNA
ENSG00000231607	DLEU2	 3.17e-01	7.41e-01	lncRNA
ENSG00000177034	MTX3	-5.09e-02	9.82e-01	protein_coding
ENSG00000148358	GPR107	 5.67e-02	9.74e-01	protein_coding
ENSG00000198755	RPL10A	-6.50e-01	1.39e-04	protein_coding
ENSG00000107929	LARP4B	 1.12e-02	9.92e-01	protein_coding
ENSG00000135480	KRT7	-6.53e-01	2.86e-02	protein_coding
ENSG00000024526	DEPDC1	 6.99e-02	9.78e-01	protein_coding
ENSG00000213918	DNASE1	 4.54e-01	3.69e-01	protein_coding
ENSG00000122958	VPS26A	 2.06e-01	8.99e-01	protein_coding
ENSG00000051108	HERPUD1	 1.11e-03	9.99e-01	protein_coding
ENSG00000149564	ESAM	 1.07e-02	9.93e-01	protein_coding
ENSG00000164093	PITX2	 1.65e-01	9.27e-01	protein_coding
ENSG00000103150	MLYCD	 2.54e-02	9.91e-01	protein_coding
ENSG00000057757	PITHD1	-2.67e-02	9.85e-01	protein_coding
ENSG00000182199	SHMT2	-8.33e-02	9.52e-01	protein_coding
ENSG00000111300	NAA25	 2.48e-02	9.91e-01	protein_coding
ENSG00000187951	AC091057.1	-2.76e-01	8.31e-01	lncRNA
ENSG00000285693	AP002381.2	-2.89e-01	7.51e-01	lncRNA
ENSG00000168913	ENHO	-2.86e-01	7.84e-01	protein_coding
ENSG00000185386	MAPK11	 3.87e-02	9.82e-01	protein_coding
ENSG00000205740	AL359878.1	 1.21e+00	3.46e-04	lncRNA
ENSG00000170485	NPAS2	-1.62e-01	8.69e-01	protein_coding
ENSG00000013288	MAN2B2	 1.81e-01	9.01e-01	protein_coding
ENSG00000116017	ARID3A	 8.85e-02	9.71e-01	protein_coding
ENSG00000104408	EIF3E	-3.33e-01	4.02e-01	protein_coding
ENSG00000115364	MRPL19	-1.82e-01	8.57e-01	protein_coding
ENSG00000121653	MAPK8IP1	-9.40e-02	9.43e-01	protein_coding
ENSG00000004864	SLC25A13	 9.60e-02	9.08e-01	protein_coding
ENSG00000096433	ITPR3	 1.54e-01	9.15e-01	protein_coding
ENSG00000139132	FGD4	 4.10e-02	9.86e-01	protein_coding
ENSG00000070831	CDC42	-2.19e-01	8.16e-01	protein_coding
ENSG00000214530	STARD10	-7.21e-02	9.67e-01	protein_coding
ENSG00000204899	MZT1	-3.75e-01	4.93e-01	protein_coding
ENSG00000143970	ASXL2	 9.81e-02	9.67e-01	protein_coding
ENSG00000005436	GCFC2	-9.88e-02	9.66e-01	protein_coding
ENSG00000181852	RNF41	-2.29e-01	8.02e-01	protein_coding
ENSG00000144034	TPRKB	-3.67e-01	5.05e-01	protein_coding
ENSG00000217555	CKLF	-9.32e-01	4.78e-04	protein_coding
ENSG00000180346	TIGD2	-6.24e-03	9.97e-01	protein_coding
ENSG00000227036	LINC00511	-3.53e-01	7.01e-01	lncRNA
ENSG00000182318	ZSCAN22	 1.11e-01	9.16e-01	protein_coding
ENSG00000137288	UQCC2	-8.56e-01	7.46e-05	protein_coding
ENSG00000166484	MAPK7	 2.50e-01	6.27e-01	protein_coding
ENSG00000218510	LINC00339	-4.47e-01	4.17e-01	lncRNA
ENSG00000067601	PMS2P4	 4.40e-02	9.80e-01	transcribed_unprocessed_pseudogene
ENSG00000196323	ZBTB44	-6.18e-01	1.52e-01	protein_coding
ENSG00000151461	UPF2	 3.20e-02	9.89e-01	protein_coding
ENSG00000136122	BORA	 3.20e-01	7.59e-01	protein_coding
ENSG00000241839	PLEKHO2	 2.40e-02	9.90e-01	protein_coding
ENSG00000168286	THAP11	-3.48e-01	4.12e-01	protein_coding
ENSG00000179021	C3orf38	-9.85e-03	9.94e-01	protein_coding
ENSG00000151748	SAV1	 4.15e-02	9.80e-01	protein_coding
ENSG00000159166	LAD1	 5.64e-02	9.82e-01	protein_coding
ENSG00000170430	MGMT	-4.49e-01	3.20e-02	protein_coding
ENSG00000136754	ABI1	 1.40e-01	8.88e-01	protein_coding
ENSG00000198513	ATL1	-3.62e-01	7.12e-01	protein_coding
ENSG00000163320	CGGBP1	 1.29e-01	9.43e-01	protein_coding
ENSG00000187123	LYPD6	-1.50e-01	8.69e-01	protein_coding
ENSG00000171723	GPHN	 1.34e-01	9.36e-01	protein_coding
ENSG00000109738	GLRB	 8.33e-02	9.69e-01	protein_coding
ENSG00000143374	TARS2	 7.12e-02	9.71e-01	protein_coding
ENSG00000156709	AIFM1	 2.17e-01	4.73e-01	protein_coding
ENSG00000151849	CENPJ	 1.08e-01	9.67e-01	protein_coding
ENSG00000006576	PHTF2	 4.87e-01	3.15e-01	protein_coding
ENSG00000118194	TNNT2	-2.90e-02	9.90e-01	protein_coding
ENSG00000175040	CHST2	-1.86e-01	9.04e-01	protein_coding
ENSG00000140332	TLE3	 1.49e-01	8.10e-01	protein_coding
ENSG00000106610	STAG3L4	 1.33e-01	9.11e-01	transcribed_unprocessed_pseudogene
ENSG00000214063	TSPAN4	 9.52e-02	9.59e-01	protein_coding
ENSG00000117013	KCNQ4	-1.33e-01	9.31e-01	protein_coding
ENSG00000275111	ZNF2	-6.96e-02	9.66e-01	protein_coding
ENSG00000186635	ARAP1	 1.46e-01	8.73e-01	protein_coding
ENSG00000102901	CENPT	 3.90e-01	1.26e-01	protein_coding
ENSG00000130703	OSBPL2	 4.62e-01	1.17e-01	protein_coding
ENSG00000144824	PHLDB2	 2.62e-01	7.45e-01	protein_coding
ENSG00000087274	ADD1	-1.03e-01	9.03e-01	protein_coding
ENSG00000133835	HSD17B4	 6.48e-03	9.96e-01	protein_coding
ENSG00000108641	B9D1	-3.45e-01	6.08e-01	protein_coding
ENSG00000184083	FAM120C	-2.54e-02	9.82e-01	protein_coding
ENSG00000268895	A1BG-AS1	 1.77e-01	9.08e-01	lncRNA
ENSG00000156502	SUPV3L1	-1.18e-01	8.85e-01	protein_coding
ENSG00000069812	HES2	-1.65e-01	9.14e-01	protein_coding
ENSG00000170017	ALCAM	 5.35e-01	7.55e-02	protein_coding
ENSG00000132589	FLOT2	 1.79e-02	9.91e-01	protein_coding
ENSG00000127990	SGCE	-1.52e-01	8.52e-01	protein_coding
ENSG00000076242	MLH1	-3.78e-03	9.96e-01	protein_coding
ENSG00000012983	MAP4K5	 1.18e+00	2.86e-05	protein_coding
ENSG00000122778	KIAA1549	 4.12e-02	9.88e-01	protein_coding
ENSG00000065000	AP3D1	 1.13e-01	8.57e-01	protein_coding
ENSG00000164011	ZNF691	-2.12e-01	8.23e-01	protein_coding
ENSG00000174586	ZNF497	-1.36e-01	9.35e-01	protein_coding
ENSG00000169247	SH3TC2	 7.56e-04	9.99e-01	protein_coding
ENSG00000169894	MUC3A	 2.23e-01	8.19e-01	protein_coding
ENSG00000074071	MRPS34	-1.88e-01	8.78e-01	protein_coding
ENSG00000166908	PIP4K2C	-9.18e-02	9.11e-01	protein_coding
ENSG00000156675	RAB11FIP1	-1.93e-03	9.99e-01	protein_coding
ENSG00000143106	PSMA5	-4.35e-01	4.10e-01	protein_coding
ENSG00000175602	CCDC85B	-1.56e-01	9.13e-01	protein_coding
ENSG00000106799	TGFBR1	 2.74e-01	7.84e-01	protein_coding
ENSG00000185010	F8	 2.40e-01	8.69e-01	protein_coding
ENSG00000141574	SECTM1	-1.74e-01	9.24e-01	protein_coding
ENSG00000179271	GADD45GIP1	-3.38e-01	6.86e-01	protein_coding
ENSG00000083520	DIS3	 9.13e-01	1.95e-02	protein_coding
ENSG00000175592	FOSL1	 3.76e-02	9.86e-01	protein_coding
ENSG00000265808	SEC22B	-1.83e-01	7.51e-01	protein_coding
ENSG00000223804	AC244669.1	-5.07e-02	9.79e-01	transcribed_unprocessed_pseudogene
ENSG00000179262	RAD23A	-1.02e-01	7.52e-01	protein_coding
ENSG00000223546	LINC00630	 1.51e-01	8.97e-01	lncRNA
ENSG00000104886	PLEKHJ1	-2.54e-02	9.90e-01	protein_coding
ENSG00000008394	MGST1	-2.53e-01	5.69e-01	protein_coding
ENSG00000104219	ZDHHC2	 5.96e-02	9.74e-01	protein_coding
ENSG00000155438	NIFK	-6.27e-02	9.77e-01	protein_coding
ENSG00000165775	FUNDC2	-5.39e-01	4.40e-02	protein_coding
ENSG00000236859	NIFK-AS1	-7.68e-02	9.70e-01	lncRNA
ENSG00000103429	BFAR	 1.25e-01	9.18e-01	protein_coding
ENSG00000181264	TMEM136	-4.06e-01	4.52e-01	protein_coding
ENSG00000105929	ATP6V0A4	 2.12e-01	7.28e-01	protein_coding
ENSG00000279738	AL022311.1	 5.46e-01	1.36e-01	lncRNA
ENSG00000270231	NBPF8	 3.61e-02	9.88e-01	transcribed_unprocessed_pseudogene
ENSG00000090054	SPTLC1	 8.76e-02	9.07e-01	protein_coding
ENSG00000275131	AC241952.1	 4.05e-01	6.19e-01	transcribed_unprocessed_pseudogene
ENSG00000254166	CASC19	-2.38e-02	9.88e-01	lncRNA
ENSG00000223572	CKMT1A	-9.88e-02	9.25e-01	protein_coding
ENSG00000104897	SF3A2	 1.83e-02	9.86e-01	protein_coding
ENSG00000143028	SYPL2	-2.65e-02	9.82e-01	protein_coding
ENSG00000162650	ATXN7L2	 5.34e-02	9.67e-01	protein_coding
ENSG00000111846	GCNT2	 2.86e-01	7.89e-01	protein_coding
ENSG00000105865	DUS4L	 4.64e-01	5.14e-01	protein_coding
ENSG00000182459	TEX19	-2.73e-01	7.89e-01	protein_coding
ENSG00000179862	CITED4	-1.74e-01	7.28e-01	protein_coding
